PRODUCT_ID,PRODUCT_NAME,PRODUCT_CATEGORY,PRICE,PRODUCT_COLOR,MANUFACTURING_DATE,EXPIRATION_DATE,WARRANTY_PERIOD,RATING,WEIGHT_GRAMS,DISCOUNT_PERCENTAGE
prod-00454,Organic Baby Spinach (454),Vegetables,28.60,White,2023-11-13,2027-11-04,9 months,4.6,937,20
prod-00455,Nestle Pure Life Water 6-Pack (455),Beverages,61.81,Blue,2022-05-31,2028-04-18,9 months,3.5,1745,10
prod-00456,Silk Almond Milk (456),Dairy,53.42,Purple,2020-01-07,2028-08-18,11 months,3.0,631,10
prod-00457,Entenmann's Chocolate Donuts (457),Bakery,99.43,Black,2023-12-17,2027-12-19,17 months,3.8,329,20
prod-00458,Starbucks Cold Brew (458),Beverages,21.29,Black,2020-08-03,2026-04-15,20 months,3.3,1511,15
prod-00459,Bananas Bunch (459),Fruits,15.12,Green,2019-09-05,2025-01-02,33 months,4.4,1084,25
prod-00460,Coca-Cola Classic 12-Pack (460),Beverages,92.15,White,2022-12-11,2027-03-22,33 months,4.3,880,15
prod-00461,Philadelphia Cream Cheese (461),Dairy,76.84,Purple,2020-01-23,2026-01-29,10 months,3.1,1428,20
prod-00462,Broccoli Crowns (462),Vegetables,8.59,Blue,2024-06-22,2026-03-12,36 months,4.7,175,0
prod-00463,Gatorade Lemon-Lime (463),Beverages,18.17,White,2022-01-29,2025-10-01,11 months,3.5,364,5
prod-00464,Russet Potatoes 5lb (464),Vegetables,89.29,White,2021-01-17,2026-12-22,11 months,3.9,414,5
prod-00465,Chex Mix Traditional (465),Snacks,61.29,Yellow,2021-09-13,2027-12-09,34 months,4.3,727,0
prod-00466,Cabot Vermont Cheddar (466),Dairy,27.26,Purple,2022-11-11,2028-08-07,32 months,3.9,1638,15
prod-00467,Marie Callender's Chicken Pot Pie (467),Frozen Foods,79.80,Orange,2020-11-03,2028-11-16,34 months,3.9,1091,5
prod-00468,Popcorners Kettle Corn (468),Snacks,81.58,Yellow,2021-10-22,2029-05-15,18 months,3.1,1646,5
prod-00469,Cabot Vermont Cheddar (469),Dairy,86.38,White,2024-07-16,2029-01-22,34 months,3.8,1384,10
prod-00470,Entenmann's Chocolate Donuts (470),Bakery,30.45,White,2023-09-15,2025-02-03,29 months,4.5,1492,30
prod-00471,Red Bull Energy Drink (471),Beverages,58.92,White,2023-09-29,2028-03-15,12 months,4.8,1787,15
prod-00472,Blueberries Pint (472),Fruits,29.91,White,2021-07-01,2025-03-02,27 months,3.8,1833,20
prod-00473,Marie Callender's Chicken Pot Pie (473),Frozen Foods,49.28,Red,2020-07-22,2026-02-19,10 months,3.8,181,20
prod-00474,Cucumbers 2-Pack (474),Vegetables,20.86,Purple,2022-05-06,2029-05-12,6 months,4.4,1760,0
prod-00475,Blueberries Pint (475),Fruits,80.62,Blue,2023-03-11,2028-07-26,12 months,4.9,329,30
prod-00476,Horizon Organic Whole Milk (476),Dairy,67.09,Purple,2022-05-19,2028-06-28,9 months,3.5,745,5
prod-00477,Russet Potatoes 5lb (477),Vegetables,57.53,Black,2021-03-16,2028-05-15,32 months,3.9,1721,20
prod-00478,Lay's Classic Potato Chips (478),Snacks,4.83,Blue,2024-01-23,2024-09-19,15 months,4.6,397,30
prod-00479,Avocados 4-Pack (479),Fruits,81.48,Black,2019-09-07,2026-06-28,11 months,4.2,1678,0
prod-00480,Doritos Nacho Cheese (480),Snacks,68.47,Green,2021-12-26,2027-12-12,28 months,3.2,1839,30
prod-00481,Seedless Red Grapes (481),Fruits,76.89,Yellow,2021-12-17,2025-05-28,22 months,4.3,380,10
prod-00482,Green Giant Cauliflower Rice (482),Frozen Foods,72.87,Purple,2023-06-24,2028-02-12,21 months,3.4,567,15
prod-00483,Lay's Classic Potato Chips (483),Snacks,44.58,Red,2023-10-14,2025-05-10,27 months,4.0,629,5
prod-00484,Doritos Nacho Cheese (484),Snacks,31.70,Green,2020-08-15,2027-08-13,16 months,4.1,507,30
prod-00485,Cabot Vermont Cheddar (485),Dairy,92.52,Black,2020-09-26,2027-05-07,10 months,4.8,1826,5
prod-00486,Entenmann's Chocolate Donuts (486),Bakery,39.78,Yellow,2020-10-28,2024-09-29,7 months,3.9,1074,0
prod-00487,Organic Gala Apples (487),Fruits,36.83,Black,2024-05-18,2029-01-20,9 months,3.6,322,5
prod-00488,Wonder Bread Classic White (488),Bakery,79.15,Purple,2024-01-21,2025-10-23,8 months,3.5,1997,15
prod-00489,Tropicana Orange Juice 1L (489),Beverages,99.50,Orange,2020-01-18,2026-06-27,17 months,4.7,868,20
prod-00490,Organic Baby Spinach (490),Vegetables,49.81,Black,2022-06-23,2025-05-06,34 months,3.3,1138,0
prod-00491,Thomas' English Muffins (491),Bakery,60.79,Purple,2019-10-01,2029-02-22,25 months,3.9,793,15
prod-00492,Russet Potatoes 5lb (492),Vegetables,34.31,Blue,2021-11-08,2028-05-01,11 months,3.4,645,5
prod-00493,Eggo Waffles Homestyle (493),Frozen Foods,25.67,Green,2020-05-12,2028-08-13,16 months,4.5,1303,20
prod-00494,Nature Valley Granola Bars (494),Snacks,67.49,Purple,2020-05-23,2027-01-08,6 months,3.9,1125,15
prod-00495,Doritos Nacho Cheese (495),Snacks,99.44,Green,2024-07-12,2029-02-28,10 months,3.7,250,20
prod-00496,Silk Almond Milk (496),Dairy,57.29,Orange,2020-12-21,2028-09-02,10 months,3.7,1233,20
prod-00497,Dave's Killer Bread (497),Bakery,27.93,Yellow,2021-04-16,2028-08-17,24 months,4.7,1430,0
prod-00498,Roma Tomatoes (498),Vegetables,11.96,Yellow,2020-08-21,2029-03-08,19 months,4.1,1937,30
prod-00499,Sara Lee Honey Wheat Bread (499),Bakery,34.16,White,2023-11-20,2029-07-22,20 months,4.4,1520,30
prod-00500,Hot Pockets Ham & Cheese (500),Frozen Foods,2.42,White,2023-02-19,2025-10-01,32 months,4.8,1988,5
prod-00501,Silk Almond Milk (501),Dairy,28.68,Red,2021-02-25,2029-08-08,23 months,4.8,717,10
prod-00502,King's Hawaiian Rolls (502),Bakery,18.94,Blue,2024-04-11,2026-02-05,16 months,3.7,866,10
prod-00503,Roma Tomatoes (503),Vegetables,54.58,Purple,2021-01-27,2025-01-18,35 months,4.9,113,10
prod-00504,Oroweat Whole Grain Bread (504),Bakery,36.47,Red,2021-07-10,2028-02-26,8 months,3.0,1396,30
prod-00505,Entenmann's Chocolate Donuts (505),Bakery,94.45,Yellow,2024-05-24,2025-05-12,12 months,3.8,1501,15
prod-00506,DiGiorno Pepperoni Pizza (506),Frozen Foods,51.85,Black,2024-02-02,2028-02-26,26 months,4.8,755,10
prod-00507,Roma Tomatoes (507),Vegetables,48.87,Blue,2022-01-15,2029-03-31,29 months,3.5,1027,30
prod-00508,Entenmann's Chocolate Donuts (508),Bakery,87.00,White,2022-02-03,2025-04-11,9 months,3.5,306,25
prod-00509,Kind Protein Bars (509),Snacks,30.57,Purple,2020-11-23,2025-04-06,35 months,3.6,718,25
prod-00510,Land O'Lakes Butter (510),Dairy,77.30,Green,2020-02-15,2028-10-24,31 months,4.2,1370,5
prod-00511,Coca-Cola Classic 12-Pack (511),Beverages,43.66,Orange,2020-06-15,2028-06-30,8 months,3.9,834,30
prod-00512,Bananas Bunch (512),Fruits,14.07,Blue,2020-01-28,2026-04-05,20 months,4.5,879,10
prod-00513,Nestle Pure Life Water 6-Pack (513),Beverages,55.44,White,2022-04-09,2026-08-27,12 months,4.8,1860,30
prod-00514,Dole Pineapple Chunks (514),Fruits,48.98,Blue,2019-12-22,2027-10-30,27 months,4.3,1510,20
prod-00515,Silk Almond Milk (515),Dairy,92.65,Blue,2022-08-23,2027-01-14,12 months,3.4,1198,30
prod-00516,Kind Protein Bars (516),Snacks,5.91,Purple,2020-10-17,2027-07-21,36 months,4.9,1166,25
prod-00517,Silk Almond Milk (517),Dairy,8.09,White,2023-09-20,2027-10-22,25 months,3.5,1256,20
prod-00518,Sweet Potatoes (518),Vegetables,43.04,Orange,2023-12-14,2026-12-23,12 months,3.3,530,20
prod-00519,Seedless Red Grapes (519),Fruits,18.71,Blue,2020-02-14,2029-04-03,34 months,3.2,894,30
prod-00520,Oreo Double Stuf Cookies (520),Snacks,70.52,Blue,2022-04-17,2028-03-15,36 months,4.1,1559,10
prod-00521,Organic Gala Apples (521),Fruits,87.99,Blue,2023-08-28,2024-12-07,17 months,3.2,155,5
prod-00522,Bananas Bunch (522),Fruits,3.01,Yellow,2024-07-05,2026-02-04,14 months,3.3,307,5
prod-00523,Broccoli Crowns (523),Vegetables,18.77,Purple,2022-03-16,2027-12-08,32 months,3.6,838,10
prod-00524,Cabot Vermont Cheddar (524),Dairy,2.41,Yellow,2022-03-15,2024-11-07,8 months,3.6,203,5
prod-00525,Nature Valley Granola Bars (525),Snacks,31.46,Green,2019-12-09,2025-09-13,32 months,4.2,563,25
prod-00526,Oroweat Whole Grain Bread (526),Bakery,8.30,Red,2024-01-08,2027-05-16,34 months,4.6,1971,10
prod-00527,Carrots 2lb Bag (527),Vegetables,61.79,White,2024-03-21,2029-01-30,21 months,4.5,569,5
prod-00528,Russet Potatoes 5lb (528),Vegetables,2.44,Green,2020-05-14,2024-09-10,11 months,3.5,679,0
prod-00529,Thomas' English Muffins (529),Bakery,72.69,Orange,2023-01-05,2029-07-14,14 months,3.5,349,0
prod-00530,Birds Eye Steamfresh Broccoli (530),Frozen Foods,7.62,Black,2020-05-18,2027-11-19,22 months,4.9,1091,5
prod-00531,Lipton Green Tea (531),Beverages,25.12,Green,2020-12-01,2028-11-28,9 months,3.0,702,20
prod-00532,DiGiorno Pepperoni Pizza (532),Frozen Foods,82.50,Red,2021-03-17,2025-01-09,25 months,4.8,882,25
prod-00533,Red Bull Energy Drink (533),Beverages,83.83,Red,2021-02-28,2028-08-28,23 months,3.4,502,0
prod-00534,Stouffer's Lasagna (534),Frozen Foods,72.58,Orange,2020-07-21,2025-09-19,14 months,4.9,125,25
prod-00535,Cabot Vermont Cheddar (535),Dairy,59.41,Yellow,2023-11-15,2029-07-26,17 months,3.7,818,30
prod-00536,Silk Almond Milk (536),Dairy,7.15,Blue,2021-10-12,2027-10-10,32 months,3.9,1040,15
prod-00537,DiGiorno Pepperoni Pizza (537),Frozen Foods,90.02,Purple,2024-06-06,2029-03-14,15 months,4.4,1887,25
prod-00538,Blueberries Pint (538),Fruits,68.25,Purple,2022-07-04,2027-01-12,29 months,4.2,109,10
prod-00539,Oreo Double Stuf Cookies (539),Snacks,85.83,Black,2024-04-26,2026-11-24,10 months,3.6,1733,15
prod-00540,Thomas' English Muffins (540),Bakery,49.80,White,2022-06-09,2028-01-07,27 months,4.1,713,5
prod-00541,Ben & Jerry's Chocolate Fudge Brownie (541),Frozen Foods,87.79,Blue,2023-03-11,2025-10-31,17 months,4.5,1620,5
prod-00542,Strawberries 1lb (542),Fruits,7.99,White,2021-08-23,2029-05-07,11 months,3.1,1533,30
prod-00543,Popcorners Kettle Corn (543),Snacks,25.60,Orange,2020-12-06,2027-04-24,11 months,3.0,1259,20
prod-00544,Yoplait Original Yogurt (544),Dairy,68.35,Green,2022-07-14,2027-05-31,12 months,3.9,947,30
prod-00545,Lipton Green Tea (545),Beverages,20.57,Purple,2023-11-27,2028-09-10,13 months,3.3,320,0
prod-00546,Avocados 4-Pack (546),Fruits,31.42,Blue,2023-01-25,2028-05-10,32 months,4.3,643,25
prod-00547,Tropicana Orange Juice 1L (547),Beverages,76.93,Orange,2022-10-25,2027-03-13,17 months,3.4,1400,0
prod-00548,Starbucks Cold Brew (548),Beverages,79.57,Purple,2023-09-28,2028-02-27,11 months,3.9,195,25
prod-00549,Nestle Pure Life Water 6-Pack (549),Beverages,19.27,White,2020-01-02,2028-07-29,36 months,3.4,1936,15
prod-00550,Pepperidge Farm Milano Cookies (550),Bakery,12.27,Black,2022-11-28,2029-05-16,23 months,4.1,1562,30
prod-00551,Dave's Killer Bread (551),Bakery,39.40,Green,2023-09-25,2028-09-06,18 months,3.2,1631,0
prod-00552,Chex Mix Traditional (552),Snacks,62.45,Blue,2021-03-28,2024-09-09,33 months,3.0,879,5
prod-00553,Popcorners Kettle Corn (553),Snacks,81.56,Purple,2023-05-10,2025-04-12,9 months,3.1,1811,20
prod-00554,Philadelphia Cream Cheese (554),Dairy,73.54,White,2022-05-07,2025-05-03,11 months,4.9,714,10
prod-00555,Wonder Bread Classic White (555),Bakery,75.06,White,2024-02-16,2025-10-20,16 months,3.3,1310,15
prod-00556,Broccoli Crowns (556),Vegetables,60.15,Green,2023-07-30,2027-09-23,29 months,4.4,941,25
prod-00557,Yoplait Original Yogurt (557),Dairy,80.64,Red,2020-10-27,2026-01-06,26 months,3.1,1961,15
prod-00558,DiGiorno Pepperoni Pizza (558),Frozen Foods,56.43,Orange,2019-08-30,2029-06-11,30 months,3.2,1160,10
prod-00559,King's Hawaiian Rolls (559),Bakery,52.57,Black,2024-03-12,2025-07-19,22 months,4.0,1333,5
prod-00560,Popcorners Kettle Corn (560),Snacks,25.69,White,2021-02-06,2026-09-16,34 months,3.9,979,15
prod-00561,Carrots 2lb Bag (561),Vegetables,59.56,White,2022-06-07,2029-08-15,35 months,4.9,1538,0
prod-00562,Tropicana Orange Juice 1L (562),Beverages,50.37,Orange,2023-09-28,2027-04-19,28 months,4.9,1890,0
prod-00563,Eggo Waffles Homestyle (563),Frozen Foods,38.80,Orange,2019-09-03,2028-08-15,30 months,4.6,230,0
prod-00564,Cabot Vermont Cheddar (564),Dairy,1.20,Black,2021-10-14,2028-10-09,17 months,4.2,1960,20
prod-00565,Popcorners Kettle Corn (565),Snacks,31.02,Black,2023-06-10,2027-11-27,34 months,3.9,197,10
prod-00566,DiGiorno Pepperoni Pizza (566),Frozen Foods,16.02,Green,2022-02-15,2026-09-18,17 months,3.7,1566,5
prod-00567,Nestle Pure Life Water 6-Pack (567),Beverages,25.11,White,2021-07-03,2027-10-03,16 months,4.9,1668,0
prod-00568,Sara Lee Honey Wheat Bread (568),Bakery,33.69,Blue,2024-07-08,2025-05-15,30 months,4.2,1159,0
prod-00569,Sara Lee Honey Wheat Bread (569),Bakery,62.25,Blue,2020-07-03,2028-01-11,9 months,4.2,1069,20
prod-00570,Carrots 2lb Bag (570),Vegetables,39.41,Yellow,2019-10-03,2026-09-19,11 months,3.5,1872,0
prod-00571,Kind Protein Bars (571),Snacks,47.70,Black,2021-04-24,2026-01-15,29 months,3.1,1638,25
prod-00572,Red Bull Energy Drink (572),Beverages,32.36,Purple,2021-04-13,2029-08-09,8 months,4.9,1766,20
prod-00573,Birds Eye Steamfresh Broccoli (573),Frozen Foods,33.44,Orange,2023-05-29,2028-07-25,8 months,3.6,1343,25
prod-00574,Sweet Potatoes (574),Vegetables,53.89,Orange,2021-08-06,2027-09-24,33 months,3.9,1485,10
prod-00575,Land O'Lakes Butter (575),Dairy,34.26,Purple,2020-11-03,2025-04-17,24 months,3.2,1054,15
prod-00576,Carrots 2lb Bag (576),Vegetables,99.55,Green,2023-05-19,2025-08-19,31 months,4.7,793,0
prod-00577,Lay's Classic Potato Chips (577),Snacks,60.71,Yellow,2022-11-20,2026-02-14,13 months,3.1,127,0
prod-00578,Lay's Classic Potato Chips (578),Snacks,12.72,Green,2023-12-04,2025-07-27,6 months,4.7,1004,30
prod-00579,Stouffer's Lasagna (579),Frozen Foods,35.13,Black,2024-02-03,2026-12-03,36 months,3.3,1661,10
prod-00580,Roma Tomatoes (580),Vegetables,80.13,Green,2023-02-09,2029-07-24,24 months,4.8,768,15
prod-00581,Birds Eye Steamfresh Broccoli (581),Frozen Foods,75.31,Green,2021-06-24,2026-07-18,24 months,4.5,621,20
prod-00582,Cucumbers 2-Pack (582),Vegetables,47.03,Blue,2022-09-24,2028-06-05,35 months,3.3,1022,15
prod-00583,Gatorade Lemon-Lime (583),Beverages,77.87,Red,2023-03-03,2025-04-30,14 months,4.1,208,0
prod-00584,Chobani Greek Yogurt (584),Dairy,37.37,White,2021-04-02,2027-01-28,7 months,3.6,929,10
prod-00585,Pepperidge Farm Milano Cookies (585),Bakery,51.37,Blue,2020-04-23,2026-05-03,25 months,3.4,707,25
prod-00586,Organic Baby Spinach (586),Vegetables,16.05,Black,2024-01-13,2026-03-24,28 months,4.7,757,5
prod-00587,Navel Oranges (587),Fruits,53.27,Yellow,2020-12-21,2027-10-30,35 months,3.8,1304,10
prod-00588,Doritos Nacho Cheese (588),Snacks,45.44,White,2021-05-18,2026-04-11,14 months,3.8,309,20
prod-00589,Starbucks Cold Brew (589),Beverages,44.86,Green,2020-05-02,2028-11-26,26 months,3.3,441,20
prod-00590,Stouffer's Lasagna (590),Frozen Foods,3.00,Purple,2021-04-22,2029-05-05,17 months,3.8,1780,0
prod-00591,Kind Protein Bars (591),Snacks,37.97,Black,2022-09-18,2026-01-10,32 months,4.7,1172,30
prod-00592,Lay's Classic Potato Chips (592),Snacks,74.28,Black,2023-07-21,2028-02-03,7 months,3.7,1596,10
prod-00593,Popcorners Kettle Corn (593),Snacks,83.46,Black,2021-07-11,2025-03-21,28 months,4.9,765,5
prod-00594,Sargento Shredded Cheddar (594),Dairy,40.67,Green,2023-11-07,2027-10-01,29 months,4.9,872,10
prod-00595,DiGiorno Pepperoni Pizza (595),Frozen Foods,49.38,Purple,2020-02-15,2026-02-22,20 months,3.3,428,20
prod-00596,Carrots 2lb Bag (596),Vegetables,4.26,Yellow,2020-03-27,2025-06-02,36 months,3.4,655,30
prod-00597,Entenmann's Chocolate Donuts (597),Bakery,92.64,Orange,2020-05-18,2026-06-22,24 months,4.7,1359,10
prod-00598,Nestle Pure Life Water 6-Pack (598),Beverages,50.16,Purple,2021-06-23,2028-12-08,9 months,3.8,1564,0
prod-00599,King's Hawaiian Rolls (599),Bakery,54.10,Purple,2024-06-14,2025-05-22,13 months,3.0,1244,20
prod-00600,Broccoli Crowns (600),Vegetables,20.58,Purple,2023-06-10,2029-04-13,28 months,3.5,347,10
prod-00601,Pringles Sour Cream & Onion (601),Snacks,42.35,Red,2024-02-22,2027-03-19,17 months,4.2,1642,10
prod-00602,Starbucks Cold Brew (602),Beverages,54.94,Black,2024-06-04,2027-11-06,35 months,4.6,1143,0
prod-00603,Blueberries Pint (603),Fruits,43.24,Purple,2022-02-28,2028-09-01,27 months,3.3,795,0
prod-00604,Hot Pockets Ham & Cheese (604),Frozen Foods,78.75,Yellow,2022-05-11,2028-06-12,16 months,3.2,602,10
prod-00605,Entenmann's Chocolate Donuts (605),Bakery,83.04,Yellow,2022-02-08,2025-12-03,29 months,4.8,463,30
prod-00606,Organic Baby Spinach (606),Vegetables,1.47,Red,2021-06-20,2027-05-01,17 months,4.5,588,5
prod-00607,Broccoli Crowns (607),Vegetables,96.60,White,2022-08-07,2028-02-24,26 months,4.2,1323,20
prod-00608,Sara Lee Honey Wheat Bread (608),Bakery,30.97,Purple,2021-05-30,2029-01-15,15 months,4.5,1889,10
prod-00609,Hot Pockets Ham & Cheese (609),Frozen Foods,83.06,Yellow,2021-03-27,2025-06-23,26 months,3.9,1526,0
prod-00610,Yoplait Original Yogurt (610),Dairy,1.28,White,2019-08-29,2026-09-25,18 months,4.5,1368,20
prod-00611,Doritos Nacho Cheese (611),Snacks,20.47,Purple,2023-03-28,2028-10-29,15 months,3.7,1606,0
prod-00612,Sweet Potatoes (612),Vegetables,63.46,White,2019-08-23,2028-09-17,28 months,3.5,1699,20
prod-00613,Organic Gala Apples (613),Fruits,87.57,Yellow,2021-09-03,2026-05-25,11 months,4.5,1934,10
prod-00614,Strawberries 1lb (614),Fruits,62.81,Red,2023-12-04,2028-07-09,29 months,3.8,911,25
prod-00615,Avocados 4-Pack (615),Fruits,49.52,Yellow,2021-10-13,2026-01-05,17 months,5.0,764,25
prod-00616,Green Giant Cauliflower Rice (616),Frozen Foods,62.13,Red,2020-11-23,2027-05-19,17 months,3.7,1140,30
prod-00617,Organic Gala Apples (617),Fruits,7.30,Green,2023-05-25,2025-04-23,35 months,4.8,138,15
prod-00618,Dole Pineapple Chunks (618),Fruits,59.63,Blue,2024-02-29,2029-02-27,31 months,4.9,764,25
prod-00619,Kind Protein Bars (619),Snacks,85.09,Yellow,2023-03-24,2026-02-03,17 months,3.5,966,15
prod-00620,Sara Lee Honey Wheat Bread (620),Bakery,25.77,Purple,2020-06-19,2027-04-30,8 months,4.6,394,20
prod-00621,King's Hawaiian Rolls (621),Bakery,86.98,Yellow,2021-07-20,2025-05-20,31 months,3.9,138,30
prod-00622,Red Bell Peppers (622),Vegetables,47.74,Blue,2019-11-01,2026-04-21,18 months,4.8,286,30
prod-00623,Pepsi Zero Sugar (623),Beverages,61.89,Orange,2022-07-24,2026-10-05,29 months,3.9,849,30
prod-00624,Gatorade Lemon-Lime (624),Beverages,45.60,Green,2024-08-02,2026-02-12,28 months,4.5,1061,0
prod-00625,Marie Callender's Chicken Pot Pie (625),Frozen Foods,2.01,Black,2020-05-15,2026-04-08,16 months,3.9,883,0
prod-00626,Wonder Bread Classic White (626),Bakery,8.22,Green,2021-07-11,2026-09-29,16 months,3.5,408,0
prod-00627,Pringles Sour Cream & Onion (627),Snacks,3.92,Red,2022-07-28,2027-06-13,34 months,3.4,461,10
prod-00628,Pepperidge Farm Milano Cookies (628),Bakery,28.72,Orange,2021-09-19,2025-07-11,8 months,3.9,561,20
prod-00629,Strawberries 1lb (629),Fruits,98.77,Red,2022-01-12,2028-09-23,14 months,4.5,768,10
prod-00630,Philadelphia Cream Cheese (630),Dairy,34.69,White,2021-08-25,2024-10-31,22 months,4.2,1354,15
prod-00631,Cucumbers 2-Pack (631),Vegetables,20.41,Blue,2022-06-28,2027-12-27,25 months,4.4,805,15
prod-00632,Oreo Double Stuf Cookies (632),Snacks,90.37,Yellow,2019-11-22,2028-06-29,29 months,3.6,1373,0
prod-00633,Avocados 4-Pack (633),Fruits,11.62,Orange,2021-01-23,2029-08-15,6 months,4.0,877,0
prod-00634,Sweet Potatoes (634),Vegetables,27.51,Purple,2023-04-07,2025-03-28,26 months,3.1,101,20
prod-00635,Dole Pineapple Chunks (635),Fruits,72.45,Blue,2023-08-20,2026-07-27,16 months,4.6,1598,15
prod-00636,Tropicana Orange Juice 1L (636),Beverages,85.38,Green,2020-03-12,2025-01-24,8 months,5.0,752,20
prod-00637,Sara Lee Honey Wheat Bread (637),Bakery,69.09,Black,2021-05-29,2026-05-15,14 months,3.8,281,15
prod-00638,Sweet Potatoes (638),Vegetables,49.69,Blue,2021-11-03,2027-12-15,21 months,3.0,101,5
prod-00639,Land O'Lakes Butter (639),Dairy,65.96,Orange,2022-10-07,2025-10-08,28 months,3.3,1293,20
prod-00640,Bananas Bunch (640),Fruits,76.83,Blue,2020-11-30,2025-06-22,32 months,4.3,1393,5
prod-00641,Wonder Bread Classic White (641),Bakery,34.58,White,2024-06-10,2029-05-22,34 months,4.2,1076,10
prod-00642,Thomas' English Muffins (642),Bakery,64.74,Green,2023-08-26,2025-07-14,31 months,4.6,406,30
prod-00643,Doritos Nacho Cheese (643),Snacks,72.84,Orange,2020-11-18,2028-11-24,17 months,3.5,975,15
prod-00644,Nature Valley Granola Bars (644),Snacks,6.02,Red,2022-07-20,2026-07-06,18 months,4.5,148,5
prod-00645,Hot Pockets Ham & Cheese (645),Frozen Foods,57.98,Yellow,2020-08-05,2025-02-04,23 months,4.4,1545,10
prod-00646,Seedless Red Grapes (646),Fruits,5.00,Red,2024-07-31,2026-12-07,14 months,3.6,1095,20
prod-00647,Nestle Pure Life Water 6-Pack (647),Beverages,86.10,Red,2023-04-16,2028-02-23,35 months,4.1,1408,5
prod-00648,Organic Baby Spinach (648),Vegetables,73.06,Red,2020-06-08,2028-05-16,10 months,3.3,479,5
prod-00649,Lipton Green Tea (649),Beverages,98.18,Orange,2024-08-20,2025-05-31,19 months,3.9,1955,10
prod-00650,Entenmann's Chocolate Donuts (650),Bakery,16.58,Green,2020-12-26,2029-01-16,21 months,4.8,890,30
prod-00651,Hot Pockets Ham & Cheese (651),Frozen Foods,88.10,Black,2022-05-22,2025-07-07,7 months,3.8,890,5
prod-00652,Birds Eye Steamfresh Broccoli (652),Frozen Foods,5.48,Green,2020-03-19,2027-07-09,17 months,4.7,603,10
prod-00653,King's Hawaiian Rolls (653),Bakery,75.58,Black,2022-11-07,2025-04-19,17 months,4.2,883,25
prod-00654,Organic Baby Spinach (654),Vegetables,23.40,Red,2021-03-10,2029-01-04,19 months,3.4,655,15
prod-00655,Yoplait Original Yogurt (655),Dairy,50.24,Yellow,2021-05-27,2024-12-19,31 months,4.2,671,15
prod-00656,Lay's Classic Potato Chips (656),Snacks,17.51,Red,2024-03-27,2025-07-28,32 months,4.0,1322,15
prod-00657,King's Hawaiian Rolls (657),Bakery,72.24,Blue,2020-02-12,2025-10-27,9 months,3.8,208,5
prod-00658,Stouffer's Lasagna (658),Frozen Foods,13.49,Yellow,2022-05-15,2026-05-10,11 months,3.2,164,5
prod-00659,Starbucks Cold Brew (659),Beverages,55.33,Purple,2023-04-28,2027-06-04,20 months,3.8,1808,0
prod-00660,Cabot Vermont Cheddar (660),Dairy,46.67,Green,2020-12-04,2026-12-31,21 months,3.1,1476,0
prod-00661,Dole Pineapple Chunks (661),Fruits,60.82,Green,2024-07-20,2028-03-10,19 months,3.2,1221,10
prod-00662,Stouffer's Lasagna (662),Frozen Foods,59.99,Orange,2021-01-26,2025-09-13,13 months,3.8,1252,5
prod-00663,Pepperidge Farm Milano Cookies (663),Bakery,20.20,Orange,2021-07-29,2028-11-10,10 months,3.6,367,10
prod-00664,Sara Lee Honey Wheat Bread (664),Bakery,3.23,Green,2023-08-31,2026-12-05,12 months,4.9,1532,20
prod-00665,Cucumbers 2-Pack (665),Vegetables,90.90,Purple,2022-06-28,2029-08-04,15 months,3.8,186,30
prod-00666,Eggo Waffles Homestyle (666),Frozen Foods,71.60,Blue,2024-05-09,2024-11-28,6 months,4.5,1724,5
prod-00667,Lipton Green Tea (667),Beverages,50.43,Green,2022-01-21,2026-06-17,35 months,4.1,1979,25
prod-00668,Starbucks Cold Brew (668),Beverages,62.84,Blue,2020-07-13,2025-09-21,35 months,4.4,1517,20
prod-00669,Hot Pockets Ham & Cheese (669),Frozen Foods,47.61,Green,2023-03-04,2028-08-15,35 months,3.5,549,5
prod-00670,Cucumbers 2-Pack (670),Vegetables,93.15,Red,2019-11-21,2028-12-08,34 months,4.9,1028,15
prod-00671,Lay's Classic Potato Chips (671),Snacks,92.24,Black,2021-10-09,2025-07-21,23 months,4.1,840,10
prod-00672,Silk Almond Milk (672),Dairy,8.67,Red,2024-01-23,2027-04-14,36 months,4.7,570,25
prod-00673,Chobani Greek Yogurt (673),Dairy,48.54,Green,2023-02-22,2028-04-15,21 months,3.7,1765,0
prod-00674,Marie Callender's Chicken Pot Pie (674),Frozen Foods,84.21,Blue,2020-05-25,2027-07-23,15 months,3.2,1767,15
prod-00675,Cabot Vermont Cheddar (675),Dairy,59.69,Red,2022-07-10,2028-09-03,23 months,4.3,864,25
prod-00676,Cabot Vermont Cheddar (676),Dairy,37.82,Red,2020-12-21,2025-10-13,32 months,3.0,209,0
prod-00677,Carrots 2lb Bag (677),Vegetables,89.44,Yellow,2021-10-09,2025-09-27,12 months,4.0,1932,5
prod-00678,DiGiorno Pepperoni Pizza (678),Frozen Foods,96.26,Red,2019-09-06,2024-09-22,31 months,3.4,393,20
prod-00679,Doritos Nacho Cheese (679),Snacks,77.60,Blue,2022-11-08,2025-09-29,25 months,4.3,314,20
prod-00680,Pringles Sour Cream & Onion (680),Snacks,23.86,Purple,2022-07-02,2028-04-06,15 months,5.0,1435,25
prod-00681,Starbucks Cold Brew (681),Beverages,84.62,Black,2021-11-10,2025-04-18,21 months,3.9,1327,30
